orfname,Gene Symbol,Description,log2_rep1,log2_rep2,log2_rep3,log2_rep4,log2_rep5,log2_rep6,# peptides,Avg log2 ratio,SD,p1,p2,# SILAC peptides,log2_SILAC ratio
YGR120C,COG2,"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments",-0.12,-0.13,0.01,0.00,-0.54,-0.04,2,-0.14,0.205,0.357,0.275,5,0.00
YPL249C-A,RPL36B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl36Ap and has similarity to rat L36 ribosomal protein; binds to 5.8 S rRNA",-0.08,-0.31,-0.09,-0.14,-0.11,-0.08,56,-0.14,0.090,0.048,0.132,17,-0.10
YOL052C,SPE2,"S-adenosylmethionine decarboxylase, required for the biosynthesis of spermidine and spermine; cells lacking Spe2p require spermine or spermidine for growth in the presence of oxygen but not when grown anaerobically",0.03,-0.36,0.11,0.07,-0.22,-0.46,18,-0.14,0.240,0.357,0.124,8,-0.03
YKL027W,YKL027W,"Protein of unknown function, localized to the mitochondrial outer membrane",0.11,0.05,0.03,-0.36,-0.38,-0.27,5,-0.14,0.221,0.283,0.196,7,-0.02
YCL054W,SPB1,"AdoMet-dependent methyltransferase involved in rRNA processing and 60S ribosomal subunit maturation; methylates G2922 in the tRNA docking site of the large subunit rRNA and in the absence of snR52, U2921; suppressor of PAB1 mutants",-0.04,-0.23,0.04,-0.26,-0.19,-0.14,20,-0.14,0.116,0.103,0.127,21,-0.08
YLR303W,MET17,"Methionine and cysteine synthase (O-acetyl homoserine-O-acetyl serine sulfhydrylase), required for sulfur amino acid synthesis",-0.15,-0.14,-0.12,-0.15,-0.10,-0.17,58,-0.14,0.024,0.007,0.129,18,0.05
YOR251C,TUM1,"Putative protein of unknown function with similarity to human thiosulfate sulfurtransferase, an enzyme that catalyzes the transfer of sulfur from thiosulfate to cyanide, forming sulfite and thiocyanate; YOR251C is a non-essential gene",-0.08,0.51,-0.43,-0.87,0.07,-0.03,8,-0.14,0.469,0.697,0.177,10,0.06
YNL088W,TOP2,"Essential type II topoisomerase, relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis",-0.10,-0.04,-0.25,-0.06,-0.14,-0.24,16,-0.14,0.090,0.142,0.126,18,-0.01
YOR204W,DED1,"ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase, required for translation initiation of all yeast mRNAs; mutations in human DEAD-box DBY are a frequent cause of male infertility",-0.07,-0.16,-0.09,-0.26,-0.09,-0.17,49,-0.14,0.072,0.022,0.128,12,-0.12
YIL034C,CAP2,Beta subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,-0.12,-0.37,-0.24,0.01,-0.25,0.14,10,-0.14,0.188,0.381,0.207,8,0.10
YDR064W,RPS13,Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S15 and rat S13 ribosomal proteins,-0.07,0.22,-0.39,-0.23,-0.52,0.16,27,-0.14,0.298,0.489,0.117,10,-0.15
YBR192W,RIM2,Mitochondrial pyrimidine nucleotide transporter; imports pyrimidine nucleoside triphosphates and exports pyrimidine nucleoside monophosphates; member of the mitochondrial carrier family,-0.02,-0.11,-0.83,-0.01,-0.18,0.32,7,-0.14,0.378,0.682,0.207,4,-0.12
YLR134W,PDC5,"Minor isoform of pyruvate decarboxylase, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde, regulation is glucose- and ethanol-dependent, repressed by thiamine, involved in amino acid catabolism",-0.28,0.05,-0.42,0.06,-0.41,0.16,31,-0.14,0.261,0.543,0.124,5,-0.01
YGR026W,YGR026W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery,0.38,-0.41,0.00,0.03,-0.37,-0.47,2,-0.14,0.331,0.725,0.269,3,-0.02
YML063W,RPS1B,Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein,-0.12,-0.21,-0.05,-0.22,-0.11,-0.12,88,-0.14,0.064,0.048,0.126,15,-0.13
YOL039W,RPP2A,"Ribosomal protein P2 alpha, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm",-0.09,-0.16,-0.29,-0.09,-0.03,-0.17,35,-0.14,0.089,0.026,0.122,34,-0.08
YPR110C,RPC40,"RNA polymerase subunit, common to RNA polymerase I and III",-0.31,-0.03,-0.75,-0.05,0.22,0.07,18,-0.14,0.343,0.474,0.122,11,0.12
YOR252W,TMA16,Protein of unknown function that associates with ribosomes,-0.28,-0.25,0.01,-0.10,0.15,-0.38,4,-0.14,0.198,0.285,0.118,3,0.00
YNL256W,FOL1,"Multifunctional enzyme of the folic acid biosynthesis pathway, has dihydropteroate synthetase, dihydro-6-hydroxymethylpterin pyrophosphokinase, and dihydroneopterin aldolase activities",-0.27,-0.20,0.20,-0.02,-0.33,-0.21,13,-0.14,0.196,0.367,0.173,5,0.03
YIL161W,YIL161W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene,-0.40,-0.46,-0.11,0.19,0.14,-0.20,7,-0.14,0.269,0.385,0.203,5,-0.10
YDL235C,YPD1,"Phosphorelay intermediate protein, phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus",-0.30,0.03,-0.30,-0.04,-0.14,-0.10,19,-0.14,0.135,0.253,0.117,7,-0.02
YLL040C,VPS13,"Protein of unknown function; heterooligomeric or homooligomeric complex; peripherally associated with membranes; homologous to human COH1; involved in sporulation, vacuolar protein sorting and protein-Golgi retention",-0.20,-0.06,-0.03,-0.15,-0.24,-0.17,24,-0.14,0.084,0.137,0.117,36,-0.04
YLR249W,YEF3,"Translational elongation factor 3, stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing EF-1 alpha from the ribosomal complex; contains two ABC cassettes; binds and hydrolyses ATP",-0.30,0.13,-0.17,-0.07,-0.41,-0.03,131,-0.14,0.193,0.220,0.122,84,-0.14
YJR070C,LIA1,"Deoxyhypusine hydroxylase, a HEAT-repeat containing metalloenzyme that catalyses hypusine formation; binds to and is required for the modification of Hyp2p (eIF5A); complements S. pombe mmd1 mutants defective in mitochondrial positioning",-0.40,-0.09,-0.04,-0.10,-0.09,-0.12,14,-0.14,0.129,0.209,0.116,16,-0.08
YDR500C,RPL37B,"Protein component of the large (60S) ribosomal subunit, has similarity to Rpl37Ap and to rat L37 ribosomal protein",-0.15,-0.25,-0.09,-0.14,-0.05,-0.18,31,-0.14,0.072,0.077,0.119,2,-0.14
YML035C,AMD1,"AMP deaminase, tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia; may be involved in regulation of intracellular adenine nucleotide pools",0.02,-0.19,0.23,-0.32,-0.15,-0.45,17,-0.14,0.242,0.623,0.170,21,0.15
YOL121C,RPS19A,"Protein component of the small (40S) ribosomal subunit, required for assembly and maturation of pre-40 S particles; mutations in human RPS19 are associated with Diamond Blackfan anemia; nearly identical to Rps19Bp",-0.15,-0.07,-0.04,-0.11,-0.19,-0.29,104,-0.14,0.090,0.023,0.121,65,-0.10
YLR075W,RPL10,"Protein component of the large (60S) ribosomal subunit, responsible for joining the 40S and 60S subunits; regulates translation initiation; has similarity to rat L10 ribosomal protein and to members of the QM gene family",-0.22,-0.35,-0.20,-0.09,0.03,-0.03,37,-0.14,0.136,0.153,0.120,6,0.10
YDL168W,SFA1,"Bifunctional enzyme containing both alcohol dehydrogenase and glutathione-dependent formaldehyde dehydrogenase activities, functions in formaldehyde detoxification and formation of long chain and complex alcohols, regulated by Hog1p-Sko1p",-0.18,-0.20,-0.32,-0.26,0.22,-0.12,15,-0.14,0.190,0.225,0.113,18,-0.09
YHL025W,SNF6,Subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p,-0.30,-0.54,0.01,-0.06,0.08,-0.05,3,-0.14,0.234,0.437,0.167,1,0.05
YMR010W,YMR010W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YMR010W is not an essential gene; YMR010W mRNA is transcribed with ADI1,-0.32,-0.45,-0.01,-0.08,0.13,-0.15,5,-0.14,0.210,0.362,0.184,3,-0.31
YFR001W,LOC1,Nuclear protein involved in asymmetric localization of ASH1 mRNA; binds double-stranded RNA in vitro; constituent of 66S pre-ribosomal particles,-0.28,0.36,-0.30,-0.28,-0.34,-0.03,4,-0.15,0.273,0.521,0.195,,
YCR077C,PAT1,"Topoisomerase II-associated deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; functionally linked to Pab1p",-0.12,-0.12,-0.08,-0.49,0.08,-0.15,17,-0.15,0.186,0.357,0.110,5,0.04
YJL123C,MTC1,Protein of unknown function that may interact with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and to COPI-coated vesicles (early Golgi); YJL123C is synthetically lethal with cdc13-1,-0.24,-0.26,-0.11,0.01,-0.09,-0.18,48,-0.15,0.104,0.045,0.116,16,-0.02
YOL040C,RPS15,Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S19 and rat S15 ribosomal proteins,-0.12,-0.05,-0.11,-0.28,-0.19,-0.11,45,-0.15,0.081,0.112,0.115,23,-0.11
YPL169C,MEX67,"Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore; ortholog of human TAP",-0.31,0.11,-0.19,-0.16,-0.12,-0.20,11,-0.15,0.141,0.130,0.113,12,0.00
YDR466W,PKH3,"Protein kinase with similarity to mammalian phosphoinositide-dependent kinase 1 (PDK1) and yeast Pkh1p and Pkh2p, two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant",-0.14,-0.20,0.31,-0.08,-0.57,-0.20,7,-0.15,0.280,0.436,0.180,3,0.01
YMR060C,SAM37,Component of the mitochondrial outer membrane sorting and assembly machinery (SAM) complex; required for the sorting of some proteins to the outer membrane after import by the TOM complex,-0.13,-0.05,0.05,-0.06,-0.46,-0.22,4,-0.15,0.178,0.306,0.111,7,-0.12
YNL182C,IPI3,"Essential component of the Rix1 complex (Rix1p, Ipi1p, Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; highly conserved and contains WD40 motifs; Rix1 complex associates with Mdn1p in pre-60S ribosomal particles",-0.38,0.01,-0.45,0.26,-0.33,0.00,8,-0.15,0.279,0.484,0.192,14,-0.10
YIL076W,SEC28,"Epsilon-COP subunit of the coatomer; regulates retrograde Golgi-to-ER protein traffic; stabilizes Cop1p, the alpha-COP and the coatomer complex; non-essential for cell growth",-0.12,-0.05,-0.53,-0.25,-0.03,0.09,12,-0.15,0.219,0.493,0.161,11,0.00
YNL248C,RPA49,RNA polymerase I subunit A49,-0.15,-0.05,-0.07,-0.20,-0.38,-0.03,10,-0.15,0.130,0.191,0.160,2,-0.02
YDR390C,UBA2,"Nuclear protein that acts as a heterodimer with Aos1p to activate Smt3p (SUMO) before its conjugation to proteins (sumoylation), which may play a role in protein targeting; essential for viability",-0.35,-0.59,-0.34,0.09,0.36,-0.07,25,-0.15,0.345,0.458,0.108,8,0.00
YLR018C,POM34,Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex,-0.49,0.21,0.33,-0.19,0.17,-0.92,2,-0.15,0.484,0.689,0.254,4,-0.05
YHR084W,STE12,"Transcription factor that is activated by a MAP kinase signaling cascade, activates genes involved in mating or pseudohyphal/invasive growth pathways; cooperates with Tec1p transcription factor to regulate genes specific for invasive growth",-0.03,-0.40,-0.03,-0.21,-0.03,-0.20,4,-0.15,0.148,0.130,0.188,2,2.45
YGL086W,MAD1,Coiled-coil protein involved in the spindle-assembly checkpoint; phosphorylated by Mps1p upon checkpoint activation which leads to inhibition of the activity of the anaphase promoting complex; forms a complex with Mad2p,-0.41,-0.46,0.19,-0.04,0.04,-0.22,8,-0.15,0.259,0.633,0.156,19,-0.03
YLR276C,DBP9,ATP-dependent RNA helicase of the DEAD-box family involved in biogenesis of the 60S ribosomal subunit,-0.16,0.10,-0.29,-0.12,-0.21,-0.24,27,-0.15,0.137,0.170,0.096,28,-0.11
YMR117C,SPC24,"Component of the evolutionarily conserved kinetochore-associated Ndc80 complex (Ndc80p-Nuf2p-Spc24p-Spc25p); involved in chromosome segregation, spindle checkpoint activity and kinetochore clustering",-0.57,0.10,-0.47,-0.15,0.25,-0.07,5,-0.15,0.320,0.707,0.252,8,0.03
YPL237W,SUI3,"Beta subunit of the translation initiation factor eIF2, involved in the identification of the start codon; proposed to be involved in mRNA binding",-0.23,-0.20,-0.19,-0.08,-0.19,0.00,49,-0.15,0.090,0.017,0.096,26,-0.06
YBL092W,RPL32,"Protein component of the large (60S) ribosomal subunit, has similarity to rat L32 ribosomal protein; overexpression disrupts telomeric silencing",-0.06,-0.17,-0.19,-0.27,-0.11,-0.11,65,-0.15,0.074,0.063,0.107,4,-0.13
YDL088C,ASM4,"Nuclear pore complex subunit, part of a subcomplex also containing Nup53p, Nup170p, and Pse1p",-0.55,0.19,-0.36,0.05,-0.27,0.03,2,-0.15,0.286,0.774,0.250,1,-0.03
YBR172C,SMY2,Protein of unknown function involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the temperature sensitivity of a myo2 mutant; has similarity to S. pombe Mpd2,-0.35,0.05,-0.37,-0.13,-0.06,-0.05,22,-0.15,0.171,0.126,0.153,21,-0.20
YEL037C,RAD23,"Protein with ubiquitin-like N terminus, recognizes and binds damaged DNA (with Rad4p) during nucleotide excision repair; regulates Rad4p levels, subunit of Nuclear Excision Repair Factor 2 (NEF2); homolog of human HR23A and HR23B proteins",-0.17,-0.34,-0.24,-0.20,0.15,-0.12,13,-0.15,0.168,0.172,0.153,8,-0.06
YIL137C,TMA108,Protein that associates with ribosomes; putative metalloprotease,-0.24,-0.12,-0.07,-0.08,-0.17,-0.24,24,-0.15,0.076,0.067,0.099,20,-0.04
YPL081W,RPS9A,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps9Bp and has similarity to E. coli S4 and rat S9 ribosomal proteins,-0.22,-0.11,-0.27,-0.13,-0.07,-0.11,31,-0.15,0.075,0.072,0.102,6,-0.11
YER067W,YER067W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YER067W is not an essential gene,-0.14,-0.37,0.02,-0.06,-0.01,-0.37,7,-0.15,0.176,0.324,0.102,5,0.07
YML125C,PGA3,"Essential protein required for maturation of Gas1p and Pho8p, proposed to be involved in protein trafficking; GFP-fusion protein localizes to the endoplasmic reticulum; null mutants have a cell separation defect",-0.27,-0.09,-0.28,-0.09,-0.31,0.12,8,-0.15,0.164,0.269,0.152,13,-0.08
YMR116C,ASC1,G-protein beta subunit and guanine nucleotide dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; represses Gcn4p in the absence of amino acid starvation,-0.18,0.11,-0.18,-0.14,-0.58,0.06,57,-0.15,0.243,0.405,0.104,17,-0.12
YPL112C,PEX25,"Peripheral peroxisomal membrane peroxin required for the regulation of peroxisome size and maintenance, recruits GTPase Rho1p to peroxisomes, induced by oleate, interacts with homologous protein Pex27p",-0.06,-0.26,0.00,0.36,-0.49,-0.47,3,-0.15,0.321,0.450,0.182,2,0.27
YIL053W,RHR2,"Constitutively expressed isoform of DL-glycerol-3-phosphatase; involved in glycerol biosynthesis, induced in response to both anaerobic and, along with the Hor2p/Gpp2p isoform, osmotic stress",-0.13,-0.05,-0.22,-0.08,-0.37,-0.08,115,-0.15,0.120,0.208,0.103,63,-0.05
YDR365C,ESF1,Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels,-0.25,-0.37,-0.04,-0.02,-0.01,-0.23,30,-0.15,0.148,0.071,0.091,19,-0.09
YML015C,TAF11,"TFIID subunit (40 kDa), involved in RNA polymerase II transcription initiation, similar to histone H3 with atypical histone fold motif of Spt3-like transcription factors",-0.02,-0.95,0.68,0.00,0.32,-0.96,4,-0.16,0.672,0.897,0.246,7,0.00
YHL038C,CBP2,"Mitochondrial protein required for splicing of the group I intron aI5 of the COB pre-mRNA, binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene",-0.33,-0.06,-0.34,0.03,-0.13,-0.10,4,-0.16,0.150,0.193,0.149,6,0.10
YJL201W,ECM25,Non-essential protein of unknown function; promoter contains a consensus binding sequence for factor Abf1p,-0.71,0.24,-0.51,0.07,0.05,-0.07,3,-0.16,0.370,0.663,0.245,8,0.04
YGR148C,RPL24B,"Ribosomal protein L30 of the large (60S) ribosomal subunit, nearly identical to Rpl24Ap and has similarity to rat L24 ribosomal protein; not essential for translation but may be required for normal translation rate",0.12,-0.01,-0.07,-0.37,-0.31,-0.30,62,-0.16,0.196,0.295,0.100,7,-0.14
YLR287C,YLR287C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YLR287C is not an essential gene,0.03,-0.53,-0.43,-0.25,0.23,0.01,4,-0.16,0.294,0.404,0.164,15,-0.11
YML024W,RPS17A,Ribosomal protein 51 (rp51) of the small (40s) subunit; nearly identical to Rps17Bp and has similarity to rat S17 ribosomal protein,-0.14,0.04,-0.59,-0.18,-0.35,0.29,44,-0.16,0.304,0.543,0.099,7,-0.10
YHR133C,NSG1,"Protein involved in regulation of sterol biosynthesis; specifically stabilizes Hmg2p, one of two HMG-CoA isoenzymes that catalyze the rate-limiting step in sterol biosynthesis; homolog of mammalian INSIG proteins",-0.11,-1.01,0.19,0.40,-0.06,-0.35,4,-0.16,0.492,0.671,0.163,9,-0.10
YFR030W,MET10,"Subunit alpha of assimilatory sulfite reductase, which is responsible for the conversion of sulfite into sulfide",-0.11,-0.29,-0.81,0.36,0.26,-0.35,6,-0.16,0.430,0.628,0.243,13,-0.13
YHL007C,STE20,"Signal transducing kinase of the PAK (p21-activated kinase) family, involved in pheromone response and pseudohyphal/invasive growth pathways, activated by Cdc42p; binds Ste4p at a GBB motif present in noncatalytic domains of PAK kinases",-0.12,-0.12,-0.14,-0.20,-0.10,-0.26,16,-0.16,0.060,0.188,0.095,17,-0.13
YOL031C,SIL1,"Nucleotide exchange factor for the endoplasmic reticulum (ER) lumenal Hsp70 chaperone Kar2p, required for protein translocation into the ER; homolog of Yarrowia lipolytica SLS1; GrpE-like protein",-0.17,0.02,0.08,-0.31,-0.56,-0.01,5,-0.16,0.243,0.492,0.162,4,-0.01
